Info,Info,Info,Objective,Objective,Extra Output,Variable,Variable,Variable
Iteration,Generation,Category,Cooling (Electric) (kWh),Heating (Gas) (kWh),Discomfort (All Clothing) (hr),Local shading type,Window Size,Site orientation (°)
1241,28, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1242,28, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1243,28, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1244,28, ,1.665.058.668,5.175.036.311,4.575.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",135
1245,28, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1246,28, ,190.642.542,2.929.699.532,4.620.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",315
1247,28, ,120.823.609,542.056.697,925.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1248,28, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1249,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1250,29, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1251,29, ,222.292.504,2.165.328.475,7.000.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",315
1252,29, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1253,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1254,29, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1255,29, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1256,29, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1257,29, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1258,29, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1259,29, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1260,29, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1261,29, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1262,29, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1263,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1264,29, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1265,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1266,29, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1267,29, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1268,29, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1269,29, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1270,29, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1271,29, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1272,29, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1273,29, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1274,29, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1275,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1276,29, ,1.585.349.988,5.305.510.146,4.155.000,1.5m Sidefin,"Height: 3.6m, Width: 2.5m",135
1277,29, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1278,29, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1279,29, ,1.936.949.375,3.943.122.515,5.670.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",270
1280,29, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1281,29, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1282,29, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1283,29, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1284,29, ,270.141.472,159.320.411,10.755.000,0.5m Overhang,"Height: 3.6m, Width: 1m",315
1285,29, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1286,29, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1287,29, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1288,29, ,1.623.080.635,5.175.115.959,3.715.000,2.0m Overhang,"Height: 3.6m, Width: 5m",135
1289,29, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1290,29, ,2.332.136.819,4.137.789.561,10.305.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",90
1291,29, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1292,29, ,2.081.057.447,4.239.826.235,6.975.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 2.5m",270
1293,29, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1294,29, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1295,29, ,1.227.067.114,615.213.585,1.310.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",135
1296,29, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1297,29, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1298,29, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1299,30, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1300,30, ,305.199.054,15.691.766,15.220.000,No shading,"Height: 3.6m, Width: 1m",45
1301,30, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1302,30, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1303,30, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1304,30, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1305,30, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1306,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1307,30, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1308,30, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1309,30, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1310,30, ,1.208.838.221,520.900.623,765.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1311,30, ,1.623.080.635,5.175.115.959,3.715.000,2.0m Overhang,"Height: 3.6m, Width: 5m",135
1312,30, ,1.936.854.777,4.530.561.474,7.910.000,No shading,"Height: 3.6m, Width: 1m",135
1313,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1314,30, ,201.395.327,1.773.544.433,3.605.000,0.2m Louvre,"Height: 3.6m, Width: 1m",0
1315,30, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1316,30, ,1.376.872.985,50.719.074,1.025.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",180
1317,30, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1318,30, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1319,30, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1320,30, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1321,30, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1322,30, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1323,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1324,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1325,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1326,30, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1327,30, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1328,30, ,324.981.923,14.991.158,16.270.000,No shading,"Height: 3.6m, Width: 5m",45
1329,30, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1330,30, ,1.431.314.457,493.522.589,1.065.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",180
1331,30, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1332,30, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1333,30, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1334,30, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1335,30, ,1.223.885.211,514.642.318,755.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1336,30, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1337,30, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1338,30, ,201.395.327,1.773.544.433,3.605.000,0.2m Louvre,"Height: 3.6m, Width: 1m",0
1339,30, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1340,30, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1341,30, ,162.158.528,3.289.090.309,1.230.000,2m Sidefin,"Height: 3.6m, Width: 1m",0
1342,30, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1343,30, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1344,30, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1345,30, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1346,30, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1347,30, ,1.160.320.428,609.885.887,1.260.000,2m Sidefin + 2m Overhang,"Height: 3.6m, Width: 2.5m",180
1348,30, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1349,31, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1350,31, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1351,31, ,249.362.226,181.193.127,9.185.000,1.0m Overhang,"Height: 3.6m, Width: 5m",315
1352,31, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1353,31, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1354,31, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1355,31, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1356,31, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1357,31, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1358,31, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1359,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1360,31, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1361,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1362,31, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1363,31, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1364,31, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1365,31, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1366,31, ,1.517.751.755,5.393.460.519,2.115.000,2.5m Overhang,"Height: 3.6m, Width: 10m",135
1367,31, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1368,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1369,31, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1370,31, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1371,31, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1372,31, ,1.778.788.851,4.882.993.829,6.250.000,1.0m Overhang,"Height: 3.6m, Width: 5m",135
1373,31, ,1.437.164.378,478.287.772,1.020.000,No shading,"Height: 3.6m, Width: 1m",180
1374,31, ,1.292.940.938,575.586.009,1.220.000,1m Sidefin,"Height: 3.6m, Width: 1m",135
1375,31, ,1.365.475.838,540.118.598,1.200.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",270
1376,31, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1377,31, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1378,31, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1379,31, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1380,31, ,301.586.834,172.958.609,14.835.000,1m Sidefin,"Height: 3.6m, Width: 5m",45
1381,31, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1382,31, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
1383,31,Pareto,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1384,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1385,31, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1386,31, ,128.063.505,487.914.397,690.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1387,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1388,31, ,1.251.646.117,501.277.791,815.000,5m Overhang,"Height: 3.6m, Width: 5m",0
1389,31, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1390,31, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1391,31, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1392,31, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
1393,31, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1394,31, ,1.339.232.841,477.850.038,795.000,5m Overhang,"Height: 3.6m, Width: 5m",315
1395,31, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1396,31, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1397,31, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1398,31, ,288.460.235,291.635.272,12.910.000,No shading,"Height: 3.6m, Width: 5m",90
1399,32, ,175.987.072,3.067.772.779,980.000,2.5m Overhang,"Height: 3.6m, Width: 10m",45
1400,32, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1401,32, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1402,32, ,270.026.495,1.178.995.616,10.400.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",0
1403,32, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1404,32, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1405,32, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1406,32, ,1.493.107.563,4.748.469.489,1.430.000,No shading,"Height: 3.6m, Width: 5m",180
1407,32, ,1.239.550.929,508.247.642,735.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1408,32, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1409,32, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1410,32, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1411,32, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1412,32, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1413,32, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1414,32, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1415,32, ,201.395.327,1.773.544.433,3.605.000,0.2m Louvre,"Height: 3.6m, Width: 1m",0
1416,32, ,277.842.969,3.196.658.772,12.415.000,2.5m Sidefin,"Height: 3.6m, Width: 10m",90
1417,32, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1418,32, ,234.204.885,337.822.749,8.435.000,1.0m Overhang,"Height: 3.6m, Width: 5m",270
1419,32, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1420,32, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1421,32, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1422,32, ,1.798.388.815,424.536.522,4.670.000,2.5m Overhang,"Height: 3.6m, Width: 5m",270
1423,32, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1424,32, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1425,32, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1426,32, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1427,32, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1428,32, ,158.904.896,3.460.769.821,1.175.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",0
1429,32, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1430,32, ,1.896.108.672,4.695.297.012,7.600.000,0.5m Overhang,"Height: 3.6m, Width: 5m",135
1431,32, ,289.556.925,173.173.694,14.325.000,0.5m Overhang,"Height: 3.6m, Width: 10m",45
1432,32, ,28.931.106,1.038.272.405,12.050.000,2m Sidefin,"Height: 3.6m, Width: 10m",0
1433,32, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1434,32, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1435,32, ,1.258.869.432,499.794.611,725.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1436,32, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
1437,32, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1438,32, ,118.360.904,557.277.864,1.000.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1439,32, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1440,32, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1441,32, ,278.769.362,1.088.523.121,11.060.000,1m Sidefin,"Height: 3.6m, Width: 5m",0
1442,32, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1443,32, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1444,32, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1445,32, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1446,32, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1447,32, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1448,32, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1449,33, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1450,33, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1451,33, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1452,33, ,1.980.121.777,397.416.955,7.585.000,2.0m Overhang,"Height: 3.6m, Width: 10m",90
1453,33, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1454,33, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1455,33, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1456,33, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1457,33, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1458,33, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1459,33, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1460,33, ,1.193.642.688,628.240.294,1.360.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",135
1461,33, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1462,33, ,1.058.487.165,6.002.975.435,1.060.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
1463,33, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1464,33, ,187.532.219,1.863.814.049,2.565.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 10m",0
1465,33, ,29.616.755,980.269.429,12.560.000,1m Sidefin,"Height: 3.6m, Width: 10m",0
1466,33, ,24384.43,186.406.472,8.745.000,1.0m Overhang,"Height: 3.6m, Width: 1m",315
1467,33, ,1.339.232.841,477.850.038,795.000,5m Overhang,"Height: 3.6m, Width: 5m",315
1468,33, ,1.623.080.635,5.175.115.959,3.715.000,2.0m Overhang,"Height: 3.6m, Width: 5m",135
1469,33, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1470,33, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1471,33, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1472,33, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1473,33, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1474,33, ,231.403.514,1.582.874.028,7.060.000,1.5m Sidefin,"Height: 3.6m, Width: 2.5m",0
1475,33, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1476,33, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1477,33, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1478,33, ,1.778.788.851,4.882.993.829,6.250.000,1.0m Overhang,"Height: 3.6m, Width: 5m",135
1479,33, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1480,33, ,250.364.976,1.194.180.329,7.830.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 5m",0
1481,33, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1482,33, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1483,33, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1484,33, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1485,33, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1486,33,Pareto,1.071.402.178,5.841.656.927,1.075.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
1487,33, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1488,33, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1489,33, ,1.164.249.884,633.355.771,1.380.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",270
1490,33, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1491,33, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1492,33, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1493,33, ,181.569.217,297.598.839,3.435.000,2.5m Overhang,"Height: 3.6m, Width: 5m",315
